"Project","Text","SDG","Target"
"P176581","countrys mortgage portfolio increased consistently debttogdp ratio percent percent december doubling mortgages registered","SDG 15","SDG 15.8"
"P176581","cppte responsible titling process housing units delivered beneficiary families","SDG 15","SDG 15.8"
"P176581","current prudential regulation basel basel ii additions assetliabilities mismatches requiring additional capital institutions situations","SDG 9","SDG 9.b"
"P176581","design project builds results urbanization territorial review detailed analysis mortgage market technical meetings project preparation topics including rate subsidies urban real estate development project execution housing guarantee funds","SDG 11","SDG 11.3"
"P176581","dominican republic mortgage market grown significantly recent slightly growth credit market","SDG 9","SDG 9.3"
"P176581","dr endowed abundant natural resources relies tourism agricultural production geography makes country highly vulnerable natural hazards climaterelated events","SDG 2","SDG 2.a"
"P176581","dr highly urbanized","SDG 15","SDG 15.8"
"P176581","dr ranks worlds eighth vulnerable country climate change due exposure weatherrelated disasters tropical storms hurricanes cyclones floods landslides slow climate change processes including sealevel rise desertification","SDG 13","SDG 13.2"
"P176581","drs economic growth rebounded major impact covid pandemic","SDG 15","SDG 15.8"
"P176581","economic effects covid pandemic significantly affect portfolio performance","SDG 11","SDG 11.5"
"P176581","eligibility criteria financing upfront housing subsidy project eligible household selected agreed purchase housing unit pnvff housing developerseller ii eligible household signed mortgage participating financial intermediary fi supervised superintendence banks financial intermediary mutually agreed world bank borrower iii eligible household received offer fonvivienda ensures comply pnvff eligibility criteria provided payment savings iv finished housing unit complies pnvff criteria delivered eligible household property title","SDG 12","SDG 12.c"
"P176581","eligibility criteria financing upfront housing subsidy financed world bank funds eligible applicants select location approved housing projects superate alert fonvivienda potential demand","SDG 12","SDG 12.c"
"P176581","entity responsible implementation project minpre project implementation unit piu","SDG 15","SDG 15.8"
"P176581","environmental social es risks classification esrc project moderate","SDG 10","SDG 10.2"
"P176581","environmental social risk management responsibility piu minpre","SDG 11","SDG 11.6"
"P176581","environmental risk rating project considered moderate","SDG 16","SDG 16.1"
"P176581","escp sep disclosed borrower march world banks website april march","SDG 17","SDG 17.8"
"P176581","escp includes measures actions ensure compliance esf projects es instruments related implementation details including monitoring reporting activities","SDG 16","SDG 16.1"
"P176581","esmf lmp consulted updated disclosed calendar days project effectiveness","SDG 15","SDG 15.8"
"P176581","esmf proportionate projects risks impacts","SDG 15","SDG 15.8"
"P176630","covid pandemic stress suboptimal vaccination systems national immunization coverage levels expected decreased","SDG 3","SDG 3.8"
"P176630","covid pandemic hit angola attempting recover oil shock taking heavy toll economy","SDG 3","SDG 3.3"
"P176630","covid vaccine deployment build lessons yellow fever mass vaccination campaign","SDG 3","SDG 3.b"
"P176630","covid vaccine procured approved sources option au unicef sign supply delivery contract","SDG 3","SDG 3.b"
